timestamp,slot_id,grid_buy_price_cny_per_kwh,grid_sell_price_cny_per_kwh
2025-07-15 03:30:00,111,0.42,0.35
2025-07-15 03:45:00,112,0.42,0.35
2025-07-15 04:00:00,113,0.42,0.35
2025-07-15 04:15:00,114,0.42,0.35
2025-07-15 04:30:00,115,0.42,0.35
2025-07-15 04:45:00,116,0.42,0.35
2025-07-15 05:00:00,117,0.42,0.35
2025-07-15 05:15:00,118,0.42,0.35
2025-07-15 05:30:00,119,0.42,0.35
2025-07-15 05:45:00,120,0.42,0.35
2025-07-15 06:00:00,121,0.42,0.35
2025-07-15 06:15:00,122,0.42,0.35
2025-07-15 06:30:00,123,0.42,0.35
2025-07-15 06:45:00,124,0.42,0.35
2025-07-15 07:00:00,125,0.75,0.35
2025-07-15 07:15:00,126,0.75,0.35
2025-07-15 07:30:00,127,0.75,0.35
2025-07-15 07:45:00,128,0.75,0.35
2025-07-15 08:00:00,129,0.75,0.35
2025-07-15 08:15:00,130,0.75,0.35
2025-07-15 08:30:00,131,0.75,0.35
2025-07-15 08:45:00,132,0.75,0.35
2025-07-15 09:00:00,133,0.75,0.35
2025-07-15 09:15:00,134,0.75,0.35
2025-07-15 09:30:00,135,0.75,0.35
2025-07-15 09:45:00,136,0.75,0.35
2025-07-15 10:00:00,137,0.75,0.35
2025-07-15 10:15:00,138,0.75,0.35
2025-07-15 10:30:00,139,0.75,0.35
2025-07-15 10:45:00,140,0.75,0.35
2025-07-15 11:00:00,141,0.68,0.35
2025-07-15 11:15:00,142,0.68,0.35
2025-07-15 11:30:00,143,0.68,0.35
2025-07-15 11:45:00,144,0.68,0.35
2025-07-15 12:00:00,145,0.68,0.35
2025-07-15 12:15:00,146,0.68,0.35
2025-07-15 12:30:00,147,0.68,0.35
2025-07-15 12:45:00,148,0.68,0.35
2025-07-15 13:00:00,149,0.68,0.35
2025-07-15 13:15:00,150,0.68,0.35
2025-07-15 13:30:00,151,0.68,0.35
2025-07-15 13:45:00,152,0.68,0.35
2025-07-15 14:00:00,153,0.68,0.35
2025-07-15 14:15:00,154,0.68,0.35
2025-07-15 14:30:00,155,0.68,0.35
2025-07-15 14:45:00,156,0.68,0.35
2025-07-15 15:00:00,157,0.82,0.35
2025-07-15 15:15:00,158,0.82,0.35
2025-07-15 15:30:00,159,0.82,0.35
2025-07-15 15:45:00,160,0.82,0.35
2025-07-15 16:00:00,161,0.82,0.35
2025-07-15 16:15:00,162,0.82,0.35
2025-07-15 16:30:00,163,0.82,0.35
2025-07-15 16:45:00,164,0.82,0.35
2025-07-15 17:00:00,165,1.28,0.35
2025-07-15 17:15:00,166,1.28,0.35
2025-07-15 17:30:00,167,1.28,0.35
2025-07-15 17:45:00,168,1.28,0.35
2025-07-15 18:00:00,169,1.28,0.35
2025-07-15 18:15:00,170,1.28,0.35
2025-07-15 18:30:00,171,1.28,0.35
2025-07-15 18:45:00,172,1.28,0.35
2025-07-15 19:00:00,173,1.28,0.35
2025-07-15 19:15:00,174,1.28,0.35
2025-07-15 19:30:00,175,1.28,0.35
2025-07-15 19:45:00,176,1.28,0.35
2025-07-15 20:00:00,177,1.28,0.35
2025-07-15 20:15:00,178,1.28,0.35
2025-07-15 20:30:00,179,1.28,0.35
2025-07-15 20:45:00,180,1.28,0.35
2025-07-15 21:00:00,181,0.72,0.35
2025-07-15 21:15:00,182,0.72,0.35
2025-07-15 21:30:00,183,0.72,0.35
2025-07-15 21:45:00,184,0.72,0.35
2025-07-15 22:00:00,185,0.72,0.35
2025-07-15 22:15:00,186,0.72,0.35
2025-07-15 22:30:00,187,0.72,0.35
2025-07-15 22:45:00,188,0.72,0.35
2025-07-15 23:00:00,189,0.72,0.35
2025-07-15 23:15:00,190,0.72,0.35
2025-07-15 23:30:00,191,0.72,0.35
2025-07-15 23:45:00,192,0.72,0.35
2025-07-16 00:00:00,193,0.42,0.35
2025-07-16 00:15:00,194,0.42,0.35
2025-07-16 00:30:00,195,0.42,0.35
2025-07-16 00:45:00,196,0.42,0.35
2025-07-16 01:00:00,197,0.42,0.35
2025-07-16 01:15:00,198,0.42,0.35
2025-07-16 01:30:00,199,0.42,0.35
2025-07-16 01:45:00,200,0.42,0.35
2025-07-16 02:00:00,201,0.42,0.35
2025-07-16 02:15:00,202,0.42,0.35
2025-07-16 02:30:00,203,0.42,0.35
2025-07-16 02:45:00,204,0.42,0.35
2025-07-16 03:00:00,205,0.42,0.35
2025-07-16 03:15:00,206,0.42,0.35
2025-07-16 03:30:00,207,0.42,0.35
2025-07-16 03:45:00,208,0.42,0.35
2025-07-16 04:00:00,209,0.42,0.35
2025-07-16 04:15:00,210,0.42,0.35
2025-07-16 04:30:00,211,0.42,0.35
2025-07-16 04:45:00,212,0.42,0.35
2025-07-16 05:00:00,213,0.42,0.35
2025-07-16 05:15:00,214,0.42,0.35
2025-07-16 05:30:00,215,0.42,0.35
2025-07-16 05:45:00,216,0.42,0.35
2025-07-16 06:00:00,217,0.42,0.35
2025-07-16 06:15:00,218,0.42,0.35
2025-07-16 06:30:00,219,0.42,0.35
2025-07-16 06:45:00,220,0.42,0.35
2025-07-16 07:00:00,221,0.75,0.35
2025-07-16 07:15:00,222,0.75,0.35
2025-07-16 07:30:00,223,0.75,0.35
2025-07-16 07:45:00,224,0.75,0.35
2025-07-16 08:00:00,225,0.75,0.35
2025-07-16 08:15:00,226,0.75,0.35
2025-07-16 08:30:00,227,0.75,0.35
2025-07-16 08:45:00,228,0.75,0.35
2025-07-16 09:00:00,229,0.75,0.35
2025-07-16 09:15:00,230,0.75,0.35
2025-07-16 09:30:00,231,0.75,0.35
2025-07-16 09:45:00,232,0.75,0.35
2025-07-16 10:00:00,233,0.75,0.35
2025-07-16 10:15:00,234,0.75,0.35
2025-07-16 10:30:00,235,0.75,0.35
2025-07-16 10:45:00,236,0.75,0.35
2025-07-16 11:00:00,237,0.68,0.35
2025-07-16 11:15:00,238,0.68,0.35
2025-07-16 11:30:00,239,0.68,0.35
2025-07-16 11:45:00,240,0.68,0.35
2025-07-16 12:00:00,241,0.68,0.35
2025-07-16 12:15:00,242,0.68,0.35
2025-07-16 12:30:00,243,0.68,0.35
2025-07-16 12:45:00,244,0.68,0.35
2025-07-16 13:00:00,245,0.68,0.35
2025-07-16 13:15:00,246,0.68,0.35
2025-07-16 13:30:00,247,0.68,0.35
2025-07-16 13:45:00,248,0.68,0.35
2025-07-16 14:00:00,249,0.68,0.35
2025-07-16 14:15:00,250,0.68,0.35
2025-07-16 14:30:00,251,0.68,0.35
2025-07-16 14:45:00,252,0.68,0.35
2025-07-16 15:00:00,253,0.82,0.35
2025-07-16 15:15:00,254,0.82,0.35
2025-07-16 15:30:00,255,0.82,0.35
2025-07-16 15:45:00,256,0.82,0.35
2025-07-16 16:00:00,257,0.82,0.35
2025-07-16 16:15:00,258,0.82,0.35
2025-07-16 16:30:00,259,0.82,0.35
2025-07-16 16:45:00,260,0.82,0.35
2025-07-16 17:00:00,261,1.28,0.35
2025-07-16 17:15:00,262,1.28,0.35
2025-07-16 17:30:00,263,1.28,0.35
2025-07-16 17:45:00,264,1.28,0.35
2025-07-16 18:00:00,265,1.28,0.35
2025-07-16 18:15:00,266,1.28,0.35
2025-07-16 18:30:00,267,1.28,0.35
2025-07-16 18:45:00,268,1.28,0.35
2025-07-16 19:00:00,269,1.28,0.35
2025-07-16 19:15:00,270,1.28,0.35
2025-07-16 19:30:00,271,1.28,0.35
2025-07-16 19:45:00,272,1.28,0.35
2025-07-16 20:00:00,273,1.28,0.35
2025-07-16 20:15:00,274,1.28,0.35
2025-07-16 20:30:00,275,1.28,0.35
2025-07-16 20:45:00,276,1.28,0.35
2025-07-16 21:00:00,277,0.72,0.35
2025-07-16 21:15:00,278,0.72,0.35
2025-07-16 21:30:00,279,0.72,0.35
2025-07-16 21:45:00,280,0.72,0.35
2025-07-16 22:00:00,281,0.72,0.35
2025-07-16 22:15:00,282,0.72,0.35
2025-07-16 22:30:00,283,0.72,0.35
2025-07-16 22:45:00,284,0.72,0.35
2025-07-16 23:00:00,285,0.72,0.35
2025-07-16 23:15:00,286,0.72,0.35
2025-07-16 23:30:00,287,0.72,0.35
2025-07-16 23:45:00,288,0.72,0.35
2025-07-17 00:00:00,289,0.42,0.35
2025-07-17 00:15:00,290,0.42,0.35
2025-07-17 00:30:00,291,0.42,0.35
2025-07-17 00:45:00,292,0.42,0.35
2025-07-17 01:00:00,293,0.42,0.35
2025-07-17 01:15:00,294,0.42,0.35
2025-07-17 01:30:00,295,0.42,0.35
2025-07-17 01:45:00,296,0.42,0.35
2025-07-17 02:00:00,297,0.42,0.35
2025-07-17 02:15:00,298,0.42,0.35
2025-07-17 02:30:00,299,0.42,0.35
2025-07-17 02:45:00,300,0.42,0.35
2025-07-17 03:00:00,301,0.42,0.35
2025-07-17 03:15:00,302,0.42,0.35
2025-07-17 03:30:00,303,0.42,0.35
2025-07-17 03:45:00,304,0.42,0.35
2025-07-17 04:00:00,305,0.42,0.35
2025-07-17 04:15:00,306,0.42,0.35
2025-07-17 04:30:00,307,0.42,0.35
2025-07-17 04:45:00,308,0.42,0.35
2025-07-17 05:00:00,309,0.42,0.35
2025-07-17 05:15:00,310,0.42,0.35
2025-07-17 05:30:00,311,0.42,0.35
2025-07-17 05:45:00,312,0.42,0.35
2025-07-17 06:00:00,313,0.42,0.35
2025-07-17 06:15:00,314,0.42,0.35
2025-07-17 06:30:00,315,0.42,0.35
2025-07-17 06:45:00,316,0.42,0.35
2025-07-17 07:00:00,317,0.75,0.35
2025-07-17 07:15:00,318,0.75,0.35
2025-07-17 07:30:00,319,0.75,0.35
2025-07-17 07:45:00,320,0.75,0.35
2025-07-17 08:00:00,321,0.75,0.35
2025-07-17 08:15:00,322,0.75,0.35
2025-07-17 08:30:00,323,0.75,0.35
2025-07-17 08:45:00,324,0.75,0.35
2025-07-17 09:00:00,325,0.75,0.35
2025-07-17 09:15:00,326,0.75,0.35
2025-07-17 09:30:00,327,0.75,0.35
2025-07-17 09:45:00,328,0.75,0.35
2025-07-17 10:00:00,329,0.75,0.35
2025-07-17 10:15:00,330,0.75,0.35
2025-07-17 10:30:00,331,0.75,0.35
2025-07-17 10:45:00,332,0.75,0.35
2025-07-17 11:00:00,333,0.68,0.35
2025-07-17 11:15:00,334,0.68,0.35
2025-07-17 11:30:00,335,0.68,0.35
2025-07-17 11:45:00,336,0.68,0.35
2025-07-17 12:00:00,337,0.68,0.35
2025-07-17 12:15:00,338,0.68,0.35
2025-07-17 12:30:00,339,0.68,0.35
2025-07-17 12:45:00,340,0.68,0.35
2025-07-17 13:00:00,341,0.68,0.35
2025-07-17 13:15:00,342,0.68,0.35
2025-07-17 13:30:00,343,0.68,0.35
2025-07-17 13:45:00,344,0.68,0.35
2025-07-17 14:00:00,345,0.68,0.35
2025-07-17 14:15:00,346,0.68,0.35
2025-07-17 14:30:00,347,0.68,0.35
2025-07-17 14:45:00,348,0.68,0.35
2025-07-17 15:00:00,349,0.82,0.35
2025-07-17 15:15:00,350,0.82,0.35
2025-07-17 15:30:00,351,0.82,0.35
2025-07-17 15:45:00,352,0.82,0.35
2025-07-17 16:00:00,353,0.82,0.35
2025-07-17 16:15:00,354,0.82,0.35
2025-07-17 16:30:00,355,0.82,0.35
2025-07-17 16:45:00,356,0.82,0.35
2025-07-17 17:00:00,357,1.28,0.35
2025-07-17 17:15:00,358,1.28,0.35
2025-07-17 17:30:00,359,1.28,0.35
2025-07-17 17:45:00,360,1.28,0.35
2025-07-17 18:00:00,361,1.28,0.35
2025-07-17 18:15:00,362,1.28,0.35
2025-07-17 18:30:00,363,1.28,0.35
2025-07-17 18:45:00,364,1.28,0.35
2025-07-17 19:00:00,365,1.28,0.35
2025-07-17 19:15:00,366,1.28,0.35
2025-07-17 19:30:00,367,1.28,0.35
2025-07-17 19:45:00,368,1.28,0.35
2025-07-17 20:00:00,369,1.28,0.35
2025-07-17 20:15:00,370,1.28,0.35
2025-07-17 20:30:00,371,1.28,0.35
2025-07-17 20:45:00,372,1.28,0.35
2025-07-17 21:00:00,373,0.72,0.35
2025-07-17 21:15:00,374,0.72,0.35
2025-07-17 21:30:00,375,0.72,0.35
2025-07-17 21:45:00,376,0.72,0.35
2025-07-17 22:00:00,377,0.72,0.35
2025-07-17 22:15:00,378,0.72,0.35
2025-07-17 22:30:00,379,0.72,0.35
2025-07-17 22:45:00,380,0.72,0.35
2025-07-17 23:00:00,381,0.72,0.35
2025-07-17 23:15:00,382,0.72,0.35
2025-07-17 23:30:00,383,0.72,0.35
2025-07-17 23:45:00,384,0.72,0.35
2025-07-18 00:00:00,385,0.42,0.35
2025-07-18 00:15:00,386,0.42,0.35
2025-07-18 00:30:00,387,0.42,0.35
2025-07-18 00:45:00,388,0.42,0.35
2025-07-18 01:00:00,389,0.42,0.35
2025-07-18 01:15:00,390,0.42,0.35
2025-07-18 01:30:00,391,0.42,0.35
2025-07-18 01:45:00,392,0.42,0.35
2025-07-18 02:00:00,393,0.42,0.35
2025-07-18 02:15:00,394,0.42,0.35
2025-07-18 02:30:00,395,0.42,0.35
2025-07-18 02:45:00,396,0.42,0.35
2025-07-18 03:00:00,397,0.42,0.35
2025-07-18 03:15:00,398,0.42,0.35
2025-07-18 03:30:00,399,0.42,0.35
2025-07-18 03:45:00,400,0.42,0.35
2025-07-18 04:00:00,401,0.42,0.35
2025-07-18 04:15:00,402,0.42,0.35
2025-07-18 04:30:00,403,0.42,0.35
2025-07-18 04:45:00,404,0.42,0.35
2025-07-18 05:00:00,405,0.42,0.35
2025-07-18 05:15:00,406,0.42,0.35
2025-07-18 05:30:00,407,0.42,0.35
2025-07-18 05:45:00,408,0.42,0.35
2025-07-18 06:00:00,409,0.42,0.35
2025-07-18 06:15:00,410,0.42,0.35
2025-07-18 06:30:00,411,0.42,0.35
2025-07-18 06:45:00,412,0.42,0.35
2025-07-18 07:00:00,413,0.75,0.35
2025-07-18 07:15:00,414,0.75,0.35
2025-07-18 07:30:00,415,0.75,0.35
2025-07-18 07:45:00,416,0.75,0.35
2025-07-18 08:00:00,417,0.75,0.35
2025-07-18 08:15:00,418,0.75,0.35
2025-07-18 08:30:00,419,0.75,0.35
2025-07-18 08:45:00,420,0.75,0.35
2025-07-18 09:00:00,421,0.75,0.35
2025-07-18 09:15:00,422,0.75,0.35
2025-07-18 09:30:00,423,0.75,0.35
2025-07-18 09:45:00,424,0.75,0.35
2025-07-18 10:00:00,425,0.75,0.35
2025-07-18 10:15:00,426,0.75,0.35
2025-07-18 10:30:00,427,0.75,0.35
2025-07-18 10:45:00,428,0.75,0.35
2025-07-18 11:00:00,429,0.68,0.35
2025-07-18 11:15:00,430,0.68,0.35
2025-07-18 11:30:00,431,0.68,0.35
2025-07-18 11:45:00,432,0.68,0.35
2025-07-18 12:00:00,433,0.68,0.35
2025-07-18 12:15:00,434,0.68,0.35
2025-07-18 12:30:00,435,0.68,0.35
2025-07-18 12:45:00,436,0.68,0.35
2025-07-18 13:00:00,437,0.68,0.35
2025-07-18 13:15:00,438,0.68,0.35
2025-07-18 13:30:00,439,0.68,0.35
2025-07-18 13:45:00,440,0.68,0.35
2025-07-18 14:00:00,441,0.68,0.35
2025-07-18 14:15:00,442,0.68,0.35
2025-07-18 14:30:00,443,0.68,0.35
2025-07-18 14:45:00,444,0.68,0.35
2025-07-18 15:00:00,445,0.82,0.35
2025-07-18 15:15:00,446,0.82,0.35
2025-07-18 15:30:00,447,0.82,0.35
2025-07-18 15:45:00,448,0.82,0.35
2025-07-18 16:00:00,449,0.82,0.35
2025-07-18 16:15:00,450,0.82,0.35
2025-07-18 16:30:00,451,0.82,0.35
2025-07-18 16:45:00,452,0.82,0.35
2025-07-18 17:00:00,453,1.28,0.35
2025-07-18 17:15:00,454,1.28,0.35
2025-07-18 17:30:00,455,1.28,0.35
2025-07-18 17:45:00,456,1.28,0.35
2025-07-18 18:00:00,457,1.28,0.35
2025-07-18 18:15:00,458,1.28,0.35
2025-07-18 18:30:00,459,1.28,0.35
2025-07-18 18:45:00,460,1.28,0.35
2025-07-18 19:00:00,461,1.28,0.35
2025-07-18 19:15:00,462,1.28,0.35
2025-07-18 19:30:00,463,1.28,0.35
2025-07-18 19:45:00,464,1.28,0.35
2025-07-18 20:00:00,465,1.28,0.35
2025-07-18 20:15:00,466,1.28,0.35
2025-07-18 20:30:00,467,1.28,0.35
2025-07-18 20:45:00,468,1.28,0.35
2025-07-18 21:00:00,469,0.72,0.35
2025-07-18 21:15:00,470,0.72,0.35
2025-07-18 21:30:00,471,0.72,0.35
2025-07-18 21:45:00,472,0.72,0.35
2025-07-18 22:00:00,473,0.72,0.35
2025-07-18 22:15:00,474,0.72,0.35
2025-07-18 22:30:00,475,0.72,0.35
2025-07-18 22:45:00,476,0.72,0.35
2025-07-18 23:00:00,477,0.72,0.35
2025-07-18 23:15:00,478,0.72,0.35
2025-07-18 23:30:00,479,0.72,0.35
2025-07-18 23:45:00,480,0.72,0.35
2025-07-19 00:00:00,481,0.4,0.35
2025-07-19 00:15:00,482,0.4,0.35
2025-07-19 00:30:00,483,0.4,0.35
2025-07-19 00:45:00,484,0.4,0.35
2025-07-19 01:00:00,485,0.4,0.35
2025-07-19 01:15:00,486,0.4,0.35
2025-07-19 01:30:00,487,0.4,0.35
2025-07-19 01:45:00,488,0.4,0.35
2025-07-19 02:00:00,489,0.4,0.35
2025-07-19 02:15:00,490,0.4,0.35
2025-07-19 02:30:00,491,0.4,0.35
2025-07-19 02:45:00,492,0.4,0.35
2025-07-19 03:00:00,493,0.4,0.35
2025-07-19 03:15:00,494,0.4,0.35
2025-07-19 03:30:00,495,0.4,0.35
2025-07-19 03:45:00,496,0.4,0.35
2025-07-19 04:00:00,497,0.4,0.35
2025-07-19 04:15:00,498,0.4,0.35
2025-07-19 04:30:00,499,0.4,0.35
2025-07-19 04:45:00,500,0.4,0.35
2025-07-19 05:00:00,501,0.4,0.35
2025-07-19 05:15:00,502,0.4,0.35
2025-07-19 05:30:00,503,0.4,0.35
2025-07-19 05:45:00,504,0.4,0.35
2025-07-19 06:00:00,505,0.4,0.35
2025-07-19 06:15:00,506,0.4,0.35
2025-07-19 06:30:00,507,0.4,0.35
2025-07-19 06:45:00,508,0.4,0.35
2025-07-19 07:00:00,509,0.4,0.35
2025-07-19 07:15:00,510,0.4,0.35
2025-07-19 07:30:00,511,0.4,0.35
2025-07-19 07:45:00,512,0.4,0.35
2025-07-19 08:00:00,513,0.62,0.35
2025-07-19 08:15:00,514,0.62,0.35
2025-07-19 08:30:00,515,0.62,0.35
2025-07-19 08:45:00,516,0.62,0.35
2025-07-19 09:00:00,517,0.62,0.35
2025-07-19 09:15:00,518,0.62,0.35
2025-07-19 09:30:00,519,0.62,0.35
2025-07-19 09:45:00,520,0.62,0.35
2025-07-19 10:00:00,521,0.62,0.35
2025-07-19 10:15:00,522,0.62,0.35
2025-07-19 10:30:00,523,0.62,0.35
2025-07-19 10:45:00,524,0.62,0.35
2025-07-19 11:00:00,525,0.62,0.35
2025-07-19 11:15:00,526,0.62,0.35
2025-07-19 11:30:00,527,0.62,0.35
2025-07-19 11:45:00,528,0.62,0.35
2025-07-19 12:00:00,529,0.62,0.35
2025-07-19 12:15:00,530,0.62,0.35
2025-07-19 12:30:00,531,0.62,0.35
2025-07-19 12:45:00,532,0.62,0.35
2025-07-19 13:00:00,533,0.62,0.35
2025-07-19 13:15:00,534,0.62,0.35
2025-07-19 13:30:00,535,0.62,0.35
2025-07-19 13:45:00,536,0.62,0.35
2025-07-19 14:00:00,537,0.62,0.35
2025-07-19 14:15:00,538,0.62,0.35
2025-07-19 14:30:00,539,0.62,0.35
2025-07-19 14:45:00,540,0.62,0.35
2025-07-19 15:00:00,541,0.62,0.35
2025-07-19 15:15:00,542,0.62,0.35
2025-07-19 15:30:00,543,0.62,0.35
2025-07-19 15:45:00,544,0.62,0.35
2025-07-19 16:00:00,545,0.62,0.35
2025-07-19 16:15:00,546,0.62,0.35
2025-07-19 16:30:00,547,0.62,0.35
2025-07-19 16:45:00,548,0.62,0.35
2025-07-19 17:00:00,549,0.62,0.35
2025-07-19 17:15:00,550,0.62,0.35
2025-07-19 17:30:00,551,0.62,0.35
2025-07-19 17:45:00,552,0.62,0.35
2025-07-19 18:00:00,553,0.78,0.35
2025-07-19 18:15:00,554,0.78,0.35
2025-07-19 18:30:00,555,0.78,0.35
2025-07-19 18:45:00,556,0.78,0.35
2025-07-19 19:00:00,557,0.78,0.35
2025-07-19 19:15:00,558,0.78,0.35
2025-07-19 19:30:00,559,0.78,0.35
2025-07-19 19:45:00,560,0.78,0.35
2025-07-19 20:00:00,561,0.78,0.35
2025-07-19 20:15:00,562,0.78,0.35
2025-07-19 20:30:00,563,0.78,0.35
2025-07-19 20:45:00,564,0.78,0.35
2025-07-19 21:00:00,565,0.55,0.35
2025-07-19 21:15:00,566,0.55,0.35
2025-07-19 21:30:00,567,0.55,0.35
2025-07-19 21:45:00,568,0.55,0.35
2025-07-19 22:00:00,569,0.55,0.35
2025-07-19 22:15:00,570,0.55,0.35
2025-07-19 22:30:00,571,0.55,0.35
2025-07-19 22:45:00,572,0.55,0.35
2025-07-19 23:00:00,573,0.55,0.35
2025-07-19 23:15:00,574,0.55,0.35
2025-07-19 23:30:00,575,0.55,0.35
2025-07-19 23:45:00,576,0.55,0.35
2025-07-20 00:00:00,577,0.4,0.35
2025-07-20 00:15:00,578,0.4,0.35
2025-07-20 00:30:00,579,0.4,0.35
2025-07-20 00:45:00,580,0.4,0.35
2025-07-20 01:00:00,581,0.4,0.35
2025-07-20 01:15:00,582,0.4,0.35
2025-07-20 01:30:00,583,0.4,0.35
2025-07-20 01:45:00,584,0.4,0.35
2025-07-20 02:00:00,585,0.4,0.35
2025-07-20 02:15:00,586,0.4,0.35
2025-07-20 02:30:00,587,0.4,0.35
2025-07-20 02:45:00,588,0.4,0.35
2025-07-20 03:00:00,589,0.4,0.35
2025-07-20 03:15:00,590,0.4,0.35
2025-07-20 03:30:00,591,0.4,0.35
2025-07-20 03:45:00,592,0.4,0.35
2025-07-20 04:00:00,593,0.4,0.35
2025-07-20 04:15:00,594,0.4,0.35
2025-07-20 04:30:00,595,0.4,0.35
2025-07-20 04:45:00,596,0.4,0.35
2025-07-20 05:00:00,597,0.4,0.35
2025-07-20 05:15:00,598,0.4,0.35
2025-07-20 05:30:00,599,0.4,0.35
2025-07-20 05:45:00,600,0.4,0.35
2025-07-20 06:00:00,601,0.4,0.35
2025-07-20 06:15:00,602,0.4,0.35
2025-07-20 06:30:00,603,0.4,0.35
2025-07-20 06:45:00,604,0.4,0.35
