model_name,slot_id,timestamp,is_price_peak_slot,price_buy_yuan_per_kwh,grid_import_kw
problem1_coordinated,150,2025-07-15 13:15:00,0,0.68,229.158
problem1_coordinated,151,2025-07-15 13:30:00,0,0.68,226.422
problem1_coordinated,152,2025-07-15 13:45:00,0,0.68,208.80986
problem1_coordinated,153,2025-07-15 14:00:00,0,0.68,252.748
problem1_coordinated,154,2025-07-15 14:15:00,0,0.68,307.818
problem1_coordinated,155,2025-07-15 14:30:00,0,0.68,318.954
problem1_coordinated,156,2025-07-15 14:45:00,0,0.68,354.89
problem1_coordinated,157,2025-07-15 15:00:00,1,0.82,253.936
problem1_coordinated,158,2025-07-15 15:15:00,1,0.82,280.298
problem1_coordinated,159,2025-07-15 15:30:00,1,0.82,293.636
problem1_coordinated,160,2025-07-15 15:45:00,1,0.82,322.434
problem1_coordinated,161,2025-07-15 16:00:00,1,0.82,353.754
problem1_coordinated,162,2025-07-15 16:15:00,1,0.82,365.608
problem1_coordinated,163,2025-07-15 16:30:00,1,0.82,417.948
problem1_coordinated,164,2025-07-15 16:45:00,1,0.82,437.738
problem1_coordinated,165,2025-07-15 17:00:00,1,1.28,350.066
problem1_coordinated,166,2025-07-15 17:15:00,1,1.28,415.154
problem1_coordinated,167,2025-07-15 17:30:00,1,1.28,410.534
problem1_coordinated,168,2025-07-15 17:45:00,1,1.28,421.022
problem1_coordinated,169,2025-07-15 18:00:00,1,1.28,126.222
problem1_coordinated,170,2025-07-15 18:15:00,1,1.28,185.55
problem1_coordinated,171,2025-07-15 18:30:00,1,1.28,164.516
problem1_coordinated,172,2025-07-15 18:45:00,1,1.28,175.204
problem1_coordinated,173,2025-07-15 19:00:00,1,1.28,191.222
problem1_coordinated,174,2025-07-15 19:15:00,1,1.28,176.508
problem1_coordinated,175,2025-07-15 19:30:00,1,1.28,164.898
problem1_coordinated,176,2025-07-15 19:45:00,1,1.28,147.938
problem1_coordinated,177,2025-07-15 20:00:00,1,1.28,114.794
problem1_coordinated,178,2025-07-15 20:15:00,1,1.28,114.116
problem1_coordinated,179,2025-07-15 20:30:00,1,1.28,109.986
problem1_coordinated,180,2025-07-15 20:45:00,1,1.28,101.362
problem1_coordinated,181,2025-07-15 21:00:00,0,0.72,387.376
problem1_coordinated,182,2025-07-15 21:15:00,0,0.72,391.444
problem1_coordinated,183,2025-07-15 21:30:00,0,0.72,379.882
problem1_coordinated,184,2025-07-15 21:45:00,0,0.72,380.746
problem1_coordinated,185,2025-07-15 22:00:00,0,0.72,381.53
problem1_coordinated,186,2025-07-15 22:15:00,0,0.72,351.766
problem1_coordinated,187,2025-07-15 22:30:00,0,0.72,357.966
problem1_coordinated,188,2025-07-15 22:45:00,0,0.72,342.134
problem1_coordinated,189,2025-07-15 23:00:00,0,0.72,352.95
problem1_coordinated,190,2025-07-15 23:15:00,0,0.72,346.828
problem1_coordinated,191,2025-07-15 23:30:00,0,0.72,355.106
problem1_coordinated,192,2025-07-15 23:45:00,0,0.72,345.248
problem1_coordinated,193,2025-07-16 00:00:00,0,0.42,547.5
problem1_coordinated,194,2025-07-16 00:15:00,0,0.42,540.8
problem1_coordinated,195,2025-07-16 00:30:00,0,0.42,539.0
problem1_coordinated,196,2025-07-16 00:45:00,0,0.42,536.9
problem1_coordinated,197,2025-07-16 01:00:00,0,0.42,548.4
problem1_coordinated,198,2025-07-16 01:15:00,0,0.42,534.6
problem1_coordinated,199,2025-07-16 01:30:00,0,0.42,531.2
problem1_coordinated,200,2025-07-16 01:45:00,0,0.42,541.4
problem1_coordinated,201,2025-07-16 02:00:00,0,0.42,535.5
problem1_coordinated,202,2025-07-16 02:15:00,0,0.42,537.0
problem1_coordinated,203,2025-07-16 02:30:00,0,0.42,532.7
problem1_coordinated,204,2025-07-16 02:45:00,0,0.42,540.0
problem1_coordinated,205,2025-07-16 03:00:00,0,0.42,545.7
problem1_coordinated,206,2025-07-16 03:15:00,0,0.42,854.5
problem1_coordinated,207,2025-07-16 03:30:00,0,0.42,850.6
problem1_coordinated,208,2025-07-16 03:45:00,0,0.42,670.00526
problem1_coordinated,209,2025-07-16 04:00:00,0,0.42,835.9
problem1_coordinated,210,2025-07-16 04:15:00,0,0.42,838.8
problem1_coordinated,211,2025-07-16 04:30:00,0,0.42,836.7
problem1_coordinated,212,2025-07-16 04:45:00,0,0.42,849.3
problem1_coordinated,213,2025-07-16 05:00:00,0,0.42,831.6
problem1_coordinated,214,2025-07-16 05:15:00,0,0.42,848.7
problem1_coordinated,215,2025-07-16 05:30:00,0,0.42,839.5
problem1_coordinated,216,2025-07-16 05:45:00,0,0.42,839.1
problem1_coordinated,217,2025-07-16 06:00:00,0,0.42,553.1
problem1_coordinated,218,2025-07-16 06:15:00,0,0.42,854.6
problem1_coordinated,219,2025-07-16 06:30:00,0,0.42,848.4
problem1_coordinated,220,2025-07-16 06:45:00,0,0.42,863.7
problem1_coordinated,221,2025-07-16 07:00:00,0,0.75,313.74
problem1_coordinated,222,2025-07-16 07:15:00,0,0.75,326.904
problem1_coordinated,223,2025-07-16 07:30:00,0,0.75,325.732
problem1_coordinated,224,2025-07-16 07:45:00,0,0.75,328.788
problem1_coordinated,225,2025-07-16 08:00:00,0,0.75,319.91737
problem1_coordinated,226,2025-07-16 08:15:00,0,0.75,316.672
problem1_coordinated,227,2025-07-16 08:30:00,0,0.75,316.068
problem1_coordinated,228,2025-07-16 08:45:00,0,0.75,327.172
problem1_coordinated,229,2025-07-16 09:00:00,0,0.75,324.382
problem1_coordinated,230,2025-07-16 09:15:00,0,0.75,314.084
problem1_coordinated,231,2025-07-16 09:30:00,0,0.75,313.38203
problem1_coordinated,232,2025-07-16 09:45:00,0,0.75,322.68
problem1_coordinated,233,2025-07-16 10:00:00,0,0.75,313.976
problem1_coordinated,234,2025-07-16 10:15:00,0,0.75,301.89776
problem1_coordinated,235,2025-07-16 10:30:00,0,0.75,302.67
problem1_coordinated,236,2025-07-16 10:45:00,0,0.75,304.45811
problem1_coordinated,237,2025-07-16 11:00:00,0,0.68,520.00789
problem1_coordinated,238,2025-07-16 11:15:00,0,0.68,539.82943
problem1_coordinated,239,2025-07-16 11:30:00,0,0.68,552.17271
problem1_coordinated,240,2025-07-16 11:45:00,0,0.68,562.754
problem1_coordinated,241,2025-07-16 12:00:00,0,0.68,508.176
problem1_coordinated,242,2025-07-16 12:15:00,0,0.68,529.078
problem1_coordinated,243,2025-07-16 12:30:00,0,0.68,504.228
problem1_coordinated,244,2025-07-16 12:45:00,0,0.68,509.39
problem1_coordinated,245,2025-07-16 13:00:00,0,0.68,502.598
problem1_coordinated,246,2025-07-16 13:15:00,0,0.68,523.058
problem1_coordinated,247,2025-07-16 13:30:00,0,0.68,530.516
problem1_coordinated,248,2025-07-16 13:45:00,0,0.68,512.814
problem1_coordinated,249,2025-07-16 14:00:00,0,0.68,549.56474
problem1_coordinated,250,2025-07-16 14:15:00,0,0.68,469.05537
problem1_coordinated,251,2025-07-16 14:30:00,0,0.68,481.31
problem1_coordinated,252,2025-07-16 14:45:00,0,0.68,494.63684
problem1_coordinated,253,2025-07-16 15:00:00,1,0.82,371.498
problem1_coordinated,254,2025-07-16 15:15:00,1,0.82,391.62
problem1_coordinated,255,2025-07-16 15:30:00,1,0.82,401.618
problem1_coordinated,256,2025-07-16 15:45:00,1,0.82,427.58
problem1_coordinated,257,2025-07-16 16:00:00,1,0.82,444.578
problem1_coordinated,258,2025-07-16 16:15:00,1,0.82,447.848
problem1_coordinated,259,2025-07-16 16:30:00,1,0.82,474.638
problem1_coordinated,260,2025-07-16 16:45:00,1,0.82,481.106
problem1_coordinated,261,2025-07-16 17:00:00,1,1.28,436.91
problem1_coordinated,262,2025-07-16 17:15:00,1,1.28,443.77
problem1_coordinated,263,2025-07-16 17:30:00,1,1.28,433.292
problem1_coordinated,264,2025-07-16 17:45:00,1,1.28,139.926
problem1_coordinated,265,2025-07-16 18:00:00,1,1.28,151.386
problem1_coordinated,266,2025-07-16 18:15:00,1,1.28,152.998
problem1_coordinated,267,2025-07-16 18:30:00,1,1.28,160.934
problem1_coordinated,268,2025-07-16 18:45:00,1,1.28,171.67
problem1_coordinated,269,2025-07-16 19:00:00,1,1.28,172.888
problem1_coordinated,270,2025-07-16 19:15:00,1,1.28,164.532
problem1_coordinated,271,2025-07-16 19:30:00,1,1.28,150.814
problem1_coordinated,272,2025-07-16 19:45:00,1,1.28,145.928
problem1_coordinated,273,2025-07-16 20:00:00,1,1.28,103.844
problem1_coordinated,274,2025-07-16 20:15:00,1,1.28,105.21
problem1_coordinated,275,2025-07-16 20:30:00,1,1.28,93.074
problem1_coordinated,276,2025-07-16 20:45:00,1,1.28,343.358
problem1_coordinated,277,2025-07-16 21:00:00,0,0.72,382.984
problem1_coordinated,278,2025-07-16 21:15:00,0,0.72,380.53
problem1_coordinated,279,2025-07-16 21:30:00,0,0.72,376.508
problem1_coordinated,280,2025-07-16 21:45:00,0,0.72,374.808
problem1_coordinated,281,2025-07-16 22:00:00,0,0.72,361.318
problem1_coordinated,282,2025-07-16 22:15:00,0,0.72,350.572
problem1_coordinated,283,2025-07-16 22:30:00,0,0.72,351.27
problem1_coordinated,284,2025-07-16 22:45:00,0,0.72,349.522
problem1_coordinated,285,2025-07-16 23:00:00,0,0.72,344.724
problem1_coordinated,286,2025-07-16 23:15:00,0,0.72,345.628
problem1_coordinated,287,2025-07-16 23:30:00,0,0.72,332.398
problem1_coordinated,288,2025-07-16 23:45:00,0,0.72,328.198
problem1_coordinated,289,2025-07-17 00:00:00,0,0.42,544.4
problem1_coordinated,290,2025-07-17 00:15:00,0,0.42,551.4
problem1_coordinated,291,2025-07-17 00:30:00,0,0.42,535.9
problem1_coordinated,292,2025-07-17 00:45:00,0,0.42,556.9
problem1_coordinated,293,2025-07-17 01:00:00,0,0.42,546.5
problem1_coordinated,294,2025-07-17 01:15:00,0,0.42,533.6
problem1_coordinated,295,2025-07-17 01:30:00,0,0.42,529.9
problem1_coordinated,296,2025-07-17 01:45:00,0,0.42,544.0
problem1_coordinated,297,2025-07-17 02:00:00,0,0.42,536.7
problem1_coordinated,298,2025-07-17 02:15:00,0,0.42,531.1
problem1_coordinated,299,2025-07-17 02:30:00,0,0.42,533.1
problem1_coordinated,300,2025-07-17 02:45:00,0,0.42,545.9
problem1_coordinated,301,2025-07-17 03:00:00,0,0.42,539.0
problem1_coordinated,302,2025-07-17 03:15:00,0,0.42,533.2
problem1_coordinated,303,2025-07-17 03:30:00,0,0.42,837.2
problem1_coordinated,304,2025-07-17 03:45:00,0,0.42,686.40526
problem1_coordinated,305,2025-07-17 04:00:00,0,0.42,841.8
problem1_coordinated,306,2025-07-17 04:15:00,0,0.42,844.1
problem1_coordinated,307,2025-07-17 04:30:00,0,0.42,837.8
problem1_coordinated,308,2025-07-17 04:45:00,0,0.42,840.4
problem1_coordinated,309,2025-07-17 05:00:00,0,0.42,849.7
problem1_coordinated,310,2025-07-17 05:15:00,0,0.42,844.0
problem1_coordinated,311,2025-07-17 05:30:00,0,0.42,831.8
problem1_coordinated,312,2025-07-17 05:45:00,0,0.42,822.0
problem1_coordinated,313,2025-07-17 06:00:00,0,0.42,842.4
problem1_coordinated,314,2025-07-17 06:15:00,0,0.42,840.1
problem1_coordinated,315,2025-07-17 06:30:00,0,0.42,826.5
problem1_coordinated,316,2025-07-17 06:45:00,0,0.42,823.8
problem1_coordinated,317,2025-07-17 07:00:00,0,0.75,274.52
problem1_coordinated,318,2025-07-17 07:15:00,0,0.75,281.674
problem1_coordinated,319,2025-07-17 07:30:00,0,0.75,266.6
problem1_coordinated,320,2025-07-17 07:45:00,0,0.75,264.85
problem1_coordinated,321,2025-07-17 08:00:00,0,0.75,268.91
problem1_coordinated,322,2025-07-17 08:15:00,0,0.75,234.70632
problem1_coordinated,323,2025-07-17 08:30:00,0,0.75,236.652
problem1_coordinated,324,2025-07-17 08:45:00,0,0.75,245.88158
problem1_coordinated,325,2025-07-17 09:00:00,0,0.75,251.97
problem1_coordinated,326,2025-07-17 09:15:00,0,0.75,230.28863
problem1_coordinated,327,2025-07-17 09:30:00,0,0.75,211.92394
problem1_coordinated,328,2025-07-17 09:45:00,0,0.75,209.02621
problem1_coordinated,329,2025-07-17 10:00:00,0,0.75,205.032
problem1_coordinated,330,2025-07-17 10:15:00,0,0.75,186.978
problem1_coordinated,331,2025-07-17 10:30:00,0,0.75,189.672
problem1_coordinated,332,2025-07-17 10:45:00,0,0.75,163.872
problem1_coordinated,333,2025-07-17 11:00:00,0,0.68,334.42737
problem1_coordinated,334,2025-07-17 11:15:00,0,0.68,350.866
problem1_coordinated,335,2025-07-17 11:30:00,0,0.68,333.25937
problem1_coordinated,336,2025-07-17 11:45:00,0,0.68,377.50579
problem1_coordinated,337,2025-07-17 12:00:00,0,0.68,318.16947
problem1_coordinated,338,2025-07-17 12:15:00,0,0.68,297.48014
problem1_coordinated,339,2025-07-17 12:30:00,0,0.68,332.01116
problem1_coordinated,340,2025-07-17 12:45:00,0,0.68,307.59516
problem1_coordinated,341,2025-07-17 13:00:00,0,0.68,328.182
problem1_coordinated,342,2025-07-17 13:15:00,0,0.68,327.826
problem1_coordinated,343,2025-07-17 13:30:00,0,0.68,311.082
problem1_coordinated,344,2025-07-17 13:45:00,0,0.68,330.182
problem1_coordinated,345,2025-07-17 14:00:00,0,0.68,494.962
problem1_coordinated,346,2025-07-17 14:15:00,0,0.68,501.74
problem1_coordinated,347,2025-07-17 14:30:00,0,0.68,531.78572
problem1_coordinated,348,2025-07-17 14:45:00,0,0.68,571.98947
problem1_coordinated,349,2025-07-17 15:00:00,1,0.82,375.508
problem1_coordinated,350,2025-07-17 15:15:00,1,0.82,291.34
problem1_coordinated,351,2025-07-17 15:30:00,1,0.82,323.68
problem1_coordinated,352,2025-07-17 15:45:00,1,0.82,339.548
problem1_coordinated,353,2025-07-17 16:00:00,1,0.82,370.34
problem1_coordinated,354,2025-07-17 16:15:00,1,0.82,395.716
problem1_coordinated,355,2025-07-17 16:30:00,1,0.82,420.732
problem1_coordinated,356,2025-07-17 16:45:00,1,0.82,436.628
problem1_coordinated,357,2025-07-17 17:00:00,1,1.28,57.96
problem1_coordinated,358,2025-07-17 17:15:00,1,1.28,96.186
problem1_coordinated,359,2025-07-17 17:30:00,1,1.28,96.668
problem1_coordinated,360,2025-07-17 17:45:00,1,1.28,119.238
problem1_coordinated,361,2025-07-17 18:00:00,1,1.28,128.234
problem1_coordinated,362,2025-07-17 18:15:00,1,1.28,148.756
problem1_coordinated,363,2025-07-17 18:30:00,1,1.28,172.708
problem1_coordinated,364,2025-07-17 18:45:00,1,1.28,186.332
problem1_coordinated,365,2025-07-17 19:00:00,1,1.28,190.208
problem1_coordinated,366,2025-07-17 19:15:00,1,1.28,161.172
problem1_coordinated,367,2025-07-17 19:30:00,1,1.28,165.148
problem1_coordinated,368,2025-07-17 19:45:00,1,1.28,447.106
problem1_coordinated,369,2025-07-17 20:00:00,1,1.28,409.512
problem1_coordinated,370,2025-07-17 20:15:00,1,1.28,402.364
problem1_coordinated,371,2025-07-17 20:30:00,1,1.28,108.626
problem1_coordinated,372,2025-07-17 20:45:00,1,1.28,340.138
problem1_coordinated,373,2025-07-17 21:00:00,0,0.72,391.648
problem1_coordinated,374,2025-07-17 21:15:00,0,0.72,393.57
problem1_coordinated,375,2025-07-17 21:30:00,0,0.72,393.028
problem1_coordinated,376,2025-07-17 21:45:00,0,0.72,368.408
problem1_coordinated,377,2025-07-17 22:00:00,0,0.72,363.776
problem1_coordinated,378,2025-07-17 22:15:00,0,0.72,355.35
problem1_coordinated,379,2025-07-17 22:30:00,0,0.72,343.576
problem1_coordinated,380,2025-07-17 22:45:00,0,0.72,353.256
problem1_coordinated,381,2025-07-17 23:00:00,0,0.72,346.004
problem1_coordinated,382,2025-07-17 23:15:00,0,0.72,358.12
problem1_coordinated,383,2025-07-17 23:30:00,0,0.72,333.814
problem1_coordinated,384,2025-07-17 23:45:00,0,0.72,334.056
problem1_coordinated,385,2025-07-18 00:00:00,0,0.42,525.4
problem1_coordinated,386,2025-07-18 00:15:00,0,0.42,554.5
problem1_coordinated,387,2025-07-18 00:30:00,0,0.42,536.9
problem1_coordinated,388,2025-07-18 00:45:00,0,0.42,543.7
problem1_coordinated,389,2025-07-18 01:00:00,0,0.42,535.2
problem1_coordinated,390,2025-07-18 01:15:00,0,0.42,542.3
problem1_coordinated,391,2025-07-18 01:30:00,0,0.42,526.1
problem1_coordinated,392,2025-07-18 01:45:00,0,0.42,539.2
problem1_coordinated,393,2025-07-18 02:00:00,0,0.42,536.6
problem1_coordinated,394,2025-07-18 02:15:00,0,0.42,535.3
problem1_coordinated,395,2025-07-18 02:30:00,0,0.42,537.1
problem1_coordinated,396,2025-07-18 02:45:00,0,0.42,538.2
problem1_coordinated,397,2025-07-18 03:00:00,0,0.42,541.1
problem1_coordinated,398,2025-07-18 03:15:00,0,0.42,524.6
problem1_coordinated,399,2025-07-18 03:30:00,0,0.42,827.3
problem1_coordinated,400,2025-07-18 03:45:00,0,0.42,844.6
problem1_coordinated,401,2025-07-18 04:00:00,0,0.42,838.4
problem1_coordinated,402,2025-07-18 04:15:00,0,0.42,840.2
problem1_coordinated,403,2025-07-18 04:30:00,0,0.42,831.3
problem1_coordinated,404,2025-07-18 04:45:00,0,0.42,847.2
problem1_coordinated,405,2025-07-18 05:00:00,0,0.42,837.0
problem1_coordinated,406,2025-07-18 05:15:00,0,0.42,678.10526
problem1_coordinated,407,2025-07-18 05:30:00,0,0.42,847.8
